source_number|name|ra|dec|error_radius|snr|y5r500|y5r500_error|redshift|redshift_source_name|mass_sz|mass_sz_pos_err|mass_sz_neg_err
86|PSZ2-G026.34-58.64|223037.7|-261559|3.738269|4.54593|8.50530e-04|2.58711e-04|||||
87|PSZ2-G026.73-38.94|210722.3|-211102|2.046352|8.42102|5.28355e-03|1.48095e-03|0.202000|ACO2336|5.409047|0.363768|0.361105
88|PSZ2-G027.23+15.73|174509.9|+021305|4.907223|4.89738|1.43367e-03|4.81828e-04|||||
89|PSZ2-G027.28+23.79|171632.9|+055751|6.024254|4.70543|2.68447e-03|1.31792e-03|||||
90|PSZ2-G027.39+15.39|174638.7|+021128|1.817728|5.22816|1.06639e-03|2.11436e-04|||||
91|PSZ2-G027.77+10.88|180321.8|+002558|3.156661|6.41661|4.83916e-03|1.99737e-03|||||
92|PSZ2-G027.77-49.72|215259.1|-233308|2.428835|4.59963|1.08134e-03|4.45500e-04|||||
93|PSZ2-G027.81-45.93|213709.0|-223048|2.428312|5.24201|4.55036e-03|2.41849e-03|||||
94|PSZ2-G027.92+15.54|174704.1|+024241|5.361176|4.53575|3.08350e-03|1.79870e-03|||||
95|PSZ2-G027.99-69.85|232050.1|-270148|6.932384|4.56345|7.13022e-03|1.89390e-03|||||
96|PSZ2-G028.05+25.43|171155.0|+071923|5.733185|8.21688|3.84193e-03|9.12004e-04|0.284000||6.629104|0.512854|0.538148
97|PSZ2-G028.08+10.79|180413.4|+003931|3.018457|6.03667|1.01227e-02|3.72835e-03|0.088200|RXCJ1804.1+0042|3.285987|0.335807|0.309713
98|PSZ2-G028.15-08.62|191341.2|-080826|2.428712|7.66655|1.97745e-03|5.13048e-04|||||
99|PSZ2-G028.63+50.15|154008.0|+175355|2.516033|6.91491|3.76490e-03|1.14183e-03|0.091600|A2108|3.249135|0.268175|0.280804
100|PSZ2-G028.77-33.56|204814.7|-174832|3.730076|8.73780|4.39502e-03|9.65125e-04|0.147500|RXCJ2048.1-1750|4.514435|0.314703|0.329338
101|PSZ2-G028.89+60.13|150021.7|+212134|2.574368|7.52451|4.62634e-03|1.30104e-03|0.153000|RXCJ1500.3+2121|4.542624|0.329476|0.350119
102|PSZ2-G029.06+44.55|160220.8|+160529|2.878979|15.76490|4.67386e-02|5.51272e-03|0.035300|A2147|3.527035|0.051358|0.059119
103|PSZ2-G029.55-60.16|223836.8|-245611|4.860503|5.02650|1.84828e-03|8.26892e-04|||||
104|PSZ2-G029.66-47.63|214544.2|-214649|2.427652|5.74469|1.24839e-03|3.86497e-04|||||
105|PSZ2-G029.80-17.40|194832.1|-103140|2.428883|9.00660|9.32316e-03|2.42525e-03|||||
106|PSZ2-G029.87-17.81|195011.0|-103831|6.420959|4.91087|6.16222e-03|2.71279e-03|||||
107|PSZ2-G030.27-16.94|194739.1|-095542|5.237566|5.43023|2.68815e-03|9.45690e-04|||||
108|PSZ2-G030.70+09.44|181346.0|+021953|2.428910|5.11550|7.76568e-03|3.17982e-03|||||
109|PSZ2-G030.90+34.37|164322.6|+132307|2.428899|4.93896|1.61009e-03|6.86375e-04|0.181900|ACO2224|3.713527|0.479676|0.516813
110|PSZ2-G031.37-71.95|233043.5|-261017|2.428232|4.72892|1.44415e-03|6.34781e-04|||||
111|PSZ2-G031.41-19.16|195740.6|-095356|2.428494|5.69411|2.17914e-03|7.65331e-04|||||
112|PSZ2-G031.93+78.71|134153.0|+262206|1.922066|7.46826|3.21164e-03|1.49249e-03|0.072400|RXCJ1341.8+2622|2.718318|0.233936|0.245210
113|PSZ2-G032.12-14.96|194334.0|-072745|3.625166|9.11884|8.03782e-03|1.91961e-03|||||
114|PSZ2-G032.13-44.36|213446.1|-190750|2.268702|5.48598|8.93108e-04|1.60632e-04|||||
115|PSZ2-G032.31+66.07|143711.5|+242321|2.428427|5.13800|1.96292e-03|8.19889e-04|||||
116|PSZ2-G032.77+19.69|174029.4|+084240|5.915318|4.78475|2.41671e-03|9.79861e-04|||||
117|PSZ2-G033.27-17.54|195452.0|-073611|2.428635|6.85451|2.34720e-03|7.08446e-04|||||
118|PSZ2-G033.46-48.43|215219.5|-193647|1.912783|11.23937|8.24981e-03|1.40803e-03|0.094300|RXCJ2152.4-1933|4.076925|0.212101|0.214247
119|PSZ2-G033.81+77.18|134853.3|+263541|1.230008|19.26542|1.16643e-02|1.37831e-03|0.062200|RXCJ1348.8+2635|4.465213|0.141695|0.141686
120|PSZ2-G033.83-46.57|214515.7|-184520|2.162341|5.52538|9.01467e-04|1.64901e-04|||||
121|PSZ2-G033.97-76.61|235142.6|-260543|3.839240|12.60114|4.67918e-03|7.98332e-04|0.226400|RXCJ2351.6-2605|7.557539|0.365168|0.382711
122|PSZ2-G034.38+51.57|153926.2|+214723|6.051254|6.87962|9.24353e-03|2.35083e-03|0.041100|A2107|1.928021|0.187336|0.197362
123|PSZ2-G034.78+31.71|165845.7|+151911|2.428911|4.99950|1.74433e-03|7.76079e-04|0.480000|WHLJ254.661+15.32|6.264102|0.739205|0.840229
124|PSZ2-G035.89-61.39|224702.2|-221342|2.428912|4.73259|7.50664e-03|4.44280e-03|||||
125|PSZ2-G036.09-17.43|195918.3|-050854|2.428334|5.37039|3.98105e-03|1.56696e-03|||||
126|PSZ2-G036.36+16.01|175956.3|+101147|3.814355|4.58176|2.37039e-03|1.38839e-03|||||
127|PSZ2-G036.69-15.67|195404.6|-035023|3.633986|5.69272|1.29382e-03|3.73674e-04|||||
128|PSZ2-G036.73+14.93|180431.0|+100319|1.367615|9.68264|2.87672e-03|6.50040e-04|0.152500|RXCJ1804.4+1002|5.288359|0.336939|0.347381
129|PSZ2-G036.77-16.51|195711.7|-040901|2.428233|4.62819|2.36327e-03|9.46050e-04|||||
130|PSZ2-G036.80-14.95|195140.8|-032442|7.593109|4.72938|3.61868e-03|1.51049e-03|||||
131|PSZ2-G037.05-70.55|232606.1|-240714|5.316405|5.05320|2.57426e-03|1.29623e-03|0.088000|RXCJ2326.2-2406|2.216287|0.268075|0.277465
132|PSZ2-G037.25-16.27|195711.6|-033819|2.428323|5.07099|2.07043e-03|8.38942e-04|||||
133|PSZ2-G037.31-21.54|201607.8|-055902|3.603777|4.96123|1.01303e-03|2.65203e-04|||||
134|PSZ2-G037.48+71.52|141432.4|+270320|2.274424|7.40165|3.45925e-03|1.03411e-03|0.480965|RMJ141438.9+270311.1|7.058753|0.533575|0.662772
135|PSZ2-G037.67+15.71|180314.4|+111220|5.059918|7.09012|4.04129e-03|1.01439e-03|||||
136|PSZ2-G037.69-46.87|215028.2|-162357|2.428267|5.90356|3.36648e-03|1.32035e-03|0.263000||5.173200|0.494959|0.585374
137|PSZ2-G038.68+24.50|173153.4|+154040|3.836885|5.44055|2.16206e-03|9.24441e-04|0.083600||2.475157|0.284868|0.317781
138|PSZ2-G038.95-46.90|215157.3|-153648|2.427835|5.55850|6.04773e-03|2.04427e-03|0.061400|RXCJ2151.8-1543|1.956114|0.250739|0.257134
139|PSZ2-G039.21-75.96|234951.7|-244519|2.428863|4.56029|1.52524e-03|7.90295e-04|0.243501|ABELL2663|3.896730|0.560546|0.599356
140|PSZ2-G039.32-59.88|224304.8|-200951|2.428786|5.42175|2.50622e-03|1.02764e-03|0.135900|RXCJ2243.0-2009|3.191940|0.399430|0.424324
141|PSZ2-G039.34+73.28|140646.4|+274348|3.837567|4.61231|1.46292e-03|6.30875e-04|0.566447|RMJ140649.4+274556.8|5.691223|0.706205|0.830762
142|PSZ2-G039.85-39.96|212700.3|-120942|2.229449|10.21498|4.63623e-03|9.22620e-04|0.176000|RXCJ2127.1-1209|5.915140|0.369424|0.350320
143|PSZ2-G039.86+18.70|175542.5|+142143|2.428831|4.55833|2.19170e-03|1.18730e-03|||||
144|PSZ2-G039.98-53.12|221656.9|-172427|2.428860|6.02018|3.12471e-03|9.94443e-04|0.130100|RXCJ2216.9-1725|3.476531|0.376901|0.392858
145|PSZ2-G040.03+74.95|135915.9|+275754|2.369002|9.28746|6.32420e-03|1.31638e-03|0.061200|RXCJ1359.2+2758|2.570666|0.160199|0.164493
146|PSZ2-G040.11-42.58|213705.0|-130547|4.673273|5.08387|2.75918e-03|1.00121e-03|||||
147|PSZ2-G040.28+37.36|164311.5|+213238|5.832574|4.77979|1.97559e-03|8.78458e-04|0.153500|RXCJ1643.3+2131|3.169573|0.395591|0.422872
148|PSZ2-G040.58+77.12|134926.9|+280541|2.544980|7.61657|5.93129e-03|1.78878e-03|0.074800|RXCJ1349.3+2806|2.626682|0.213464|0.221667
149|PSZ2-G041.43-66.81|231226.0|-213303|2.428765|5.21311|1.76267e-02|9.73614e-03|0.110800|RXCJ2312.3-2130|2.709744|0.364699|0.202537
150|PSZ2-G041.45+29.10|171752.0|+194133|2.428244|9.38972|4.68986e-03|1.06710e-03|0.178000|RXCJ1717.8+1940|5.587061|0.359755|0.354884
151|PSZ2-G041.69+21.68|174713.2|+170751|3.840359|4.50562|2.04713e-03|9.68147e-04|0.479000||5.828984|0.784294|0.821181
152|PSZ2-G042.19+63.00|145331.9|+280718|4.776022|4.89720|2.14815e-03|8.09342e-04|0.256841|RMJ145332.1+280358.0|4.272891|0.487135|0.530493
153|PSZ2-G042.32+17.48|180416.8|+155950|2.428547|6.17306|2.08667e-03|7.18330e-04|0.458000||7.029055|0.652822|0.719454
154|PSZ2-G042.53+35.20|165429.8|+223527|2.428589|4.67444|2.85357e-03|1.17042e-03|0.181100|WHLJ253.734+22.63|3.430715|0.498536|0.518533
155|PSZ2-G042.54+18.02|180234.4|+162405|2.427453|4.78788|1.24534e-03|4.71186e-04|||||
156|PSZ2-G042.81+56.61|152228.1|+274141|1.536457|12.50101|7.99907e-03|1.27698e-03|0.072300|RXCJ1522.4+2742|4.081120|0.186302|0.190091
157|PSZ2-G042.81-82.97|002041.4|-254250|2.428800|8.43762|2.16094e-03|5.90114e-04|0.141000|RXCJ0020.7-2542|4.259752|0.316597|0.332467
158|PSZ2-G043.44-41.27|213644.1|-101748|2.428839|5.55255|1.53702e-03|5.85860e-04|||||
159|PSZ2-G044.07-59.30|224433.2|-174301|2.428866|4.88407|3.04895e-03|1.67130e-03|0.132500|RXCJ2244.5-1744|3.033627|0.395540|0.393830
160|PSZ2-G044.20+48.66|155824.1|+271244|2.289029|28.38608|3.36217e-02|2.70100e-03|0.089400|RXCJ1558.3+2713|8.771307|0.185857|0.209354
161|PSZ2-G044.21+52.13|154301.1|+275000|2.427587|4.64078|1.74978e-03|8.04196e-04|||||
162|PSZ2-G044.46-65.42|230841.7|-195506|4.786288|6.40890|3.61738e-03|1.13317e-03|0.082900|ACO2538|2.569310|0.257254|0.270244
163|PSZ2-G044.58-20.46|202507.5|+003108|2.322901|6.58596|2.11131e-03|4.99119e-04|0.274600|WHLJ306.303+0.526|5.651640|0.444941|0.490035
164|PSZ2-G044.77-51.30|221503.7|-135916|2.276168|8.27208|2.22502e-03|5.31299e-04|0.502700|MACSJ2214.9-1359|8.359282|0.611954|0.622510
165|PSZ2-G044.83+10.02|183639.4|+150450|2.314638|9.27041|4.63530e-03|1.91594e-03|||||
166|PSZ2-G045.04+30.38|171714.8|+230335|2.428892|4.63608|5.75554e-03|3.30554e-03|0.160300|NSCJ171703+230543|3.238837|0.460349|0.395161
167|PSZ2-G045.10-43.18|214553.3|-100533|2.428908|6.89083|4.38386e-03|1.32237e-03|0.080800|RXCJ2145.9-1006|2.804740|0.255885|0.273804
168|PSZ2-G045.13+67.78|143159.0|+293324|3.553977|6.62170|1.77536e-03|4.12798e-04|0.219100|ACO1929|4.825367|0.445101|0.454524
169|PSZ2-G045.20+15.63|181603.5|+174544|4.858509|4.65034|1.52362e-03|7.44827e-04|||||
170|PSZ2-G045.32-38.46|212925.1|-074232|2.057395|6.34199|1.28897e-03|3.02780e-04|0.594000|MACSJ2129.4-0741|7.650510|0.639346|0.685596
171|PSZ2-G045.47+17.80|180807.7|+185227|2.428635|4.66988|1.46777e-03|6.06011e-04|||||
172|PSZ2-G045.50-08.62|194524.8|+070429|2.428754|5.63260|1.62559e-03|6.82946e-04|||||
173|PSZ2-G045.50-37.21|212516.8|-065841|5.619662|4.97345|4.42324e-03|2.04424e-03|0.115300|RXCJ2125.2-0657|2.807489|0.373811|0.373601
174|PSZ2-G045.51+16.26|181408.4|+181734|5.464934|5.53543|4.04986e-03|1.50834e-03|0.240000||4.112292|0.518446|0.542968
175|PSZ2-G045.87+57.70|151821.0|+292810|2.789056|5.41590|1.64566e-03|5.56731e-04|0.611000||7.029533|0.657969|0.707115
176|PSZ2-G045.96-26.94|205008.4|-013526|3.768841|5.10409|1.73134e-03|7.05097e-04|||||
177|PSZ2-G046.10+27.18|173142.6|+225230|2.428437|8.99643|2.36762e-03|5.99984e-04|0.389000|MACSJ1731.6+2252|8.269269|0.536720|0.541856
178|PSZ2-G046.13+30.72|171707.5|+240352|2.428880|4.94378|1.23928e-03|4.94974e-04|0.569000||6.394540|0.801785|0.838473
179|PSZ2-G046.26-70.47|232947.3|-211012|2.428890|5.06944|1.40947e-03|5.39260e-04|0.143100|ABELL2606|3.017671|0.395953|0.426852
180|PSZ2-G046.36-06.83|194044.1|+084110|3.793345|5.23598|2.02704e-03|6.49945e-04|||||
181|PSZ2-G046.39+11.71|183259.8|+171131|2.414265|4.62333|8.61951e-04|1.81103e-04|||||
182|PSZ2-G046.47-49.44|221016.6|-121040|1.814485|12.55573|7.64126e-03|1.18360e-03|0.084600|RXCJ2210.3-1210|4.389680|0.198356|0.201808
183|PSZ2-G046.88+56.48|152411.3|+295446|1.772577|12.92534|1.32815e-02|2.21515e-03|0.114500|RXCJ1524.1+2955|5.307450|0.221242|0.239699
184|PSZ2-G047.48+37.37|165018.9|+270206|5.857865|4.96519|2.46213e-03|9.70784e-04|0.240000||4.194511|0.521058|0.564068
185|PSZ2-G047.53+08.55|184658.6|+165035|2.428900|6.55390|2.29224e-03|7.08727e-04|||||
186|PSZ2-G047.71-59.47|224828.9|-160630|2.513940|5.72031|1.97803e-03|7.29621e-04|0.247200|RXCJ2248.5-1606|4.610344|0.466116|0.495147
187|PSZ2-G047.73-60.15|225102.0|-162401|2.819600|6.71279|3.68875e-03|1.01849e-03|0.122100|RXCJ2251.0-1624|3.364438|0.296297|0.320481
188|PSZ2-G048.08-46.63|220217.5|-095322|6.250298|5.35043|7.22673e-03|2.45001e-03|0.080900|RXCJ2202.0-0949|2.110695|0.281710|0.294328
189|PSZ2-G048.09+27.18|173415.6|+243240|4.015585|4.70094|8.34058e-04|2.18578e-04|0.736080||6.134852|0.741854|0.809794
190|PSZ2-G048.10+57.16|152115.9|+303740|2.459410|9.92657|8.59862e-03|1.72111e-03|0.077700|A2061|3.589891|0.207678|0.212202
191|PSZ2-G048.21-65.00|230945.5|-181836|2.428890|4.83178|1.47346e-03|5.91299e-04|0.420000||5.599690|0.685159|0.763234
192|PSZ2-G048.24-51.59|222012.6|-121151|1.715302|6.25937|1.28883e-03|3.79616e-04|0.544000||7.330888|0.621788|0.670642
193|PSZ2-G048.39-16.78|201933.5|+052859|2.428897|4.57623|1.19190e-03|4.94848e-04|||||
194|PSZ2-G048.47+34.86|170208.4|+270848|2.428366|5.74142|4.89667e-03|2.29459e-03|||||
195|PSZ2-G048.75+53.18|153952.1|+304145|6.158135|4.84985|3.39439e-03|1.33187e-03|0.098000|RXCJ1539.8+3043|2.528186|0.302826|0.321014
196|PSZ2-G048.91-25.55|205043.0|+012346|3.483260|5.56195|1.09806e-03|2.73584e-04|0.333400|RXCJ2050.7+0123|5.441668|0.590031|0.628551
197|PSZ2-G049.09+25.23|174339.7|+244425|2.428890|6.09655|2.68329e-03|1.08961e-03|0.141000|ACO2279|3.682184|0.370658|0.369754
198|PSZ2-G049.18+65.05|144428.6|+311400|3.840255|6.14944|1.28628e-03|3.77239e-04|0.234000|A1961|4.729747|0.468570|0.518581
199|PSZ2-G049.22+30.87|172005.2|+263754|2.284914|11.75388|5.48280e-03|9.95559e-04|0.164400|RXCJ1720.1+2637|5.904146|0.304454|0.340976
200|PSZ2-G049.32+44.37|162033.7|+295339|2.030735|7.98890|4.30237e-03|1.24086e-03|0.097200|RXCJ1620.5+2953|3.671208|0.256858|0.264650
201|PSZ2-G049.69-49.46|221428.2|-102109|2.428781|8.15535|6.08362e-03|1.53824e-03|0.098000|RXCJ2214.5-1022|3.631749|0.299377|0.303640
202|PSZ2-G049.80-25.16|205105.1|+021704|2.250087|7.59538|3.28645e-03|9.13889e-04|0.321100|RXCJ2051.1+0216|6.392646|0.491457|0.577820
203|PSZ2-G050.06-27.32|205855.5|+012123|2.428866|6.78541|2.38598e-03|8.42997e-04|0.334000|WHLJ314.721+1.402|6.597796|0.566938|0.622365
204|PSZ2-G050.40+31.17|172007.8|+274117|2.265247|7.28319|2.58446e-03|6.37795e-04|0.164000|RXCJ1720.1+2740|4.331068|0.342846|0.356112
205|PSZ2-G050.46+67.54|143240.3|+313516|3.723926|5.57971|1.08006e-03|2.74476e-04|0.131300|RXCJ1432.4+3137|2.923395|0.326385|0.353874
206|PSZ2-G050.98-61.48|225859.1|-153629|6.129014|5.10084|1.26285e-03|5.27741e-04|||||
207|PSZ2-G051.40-61.15|225811.5|-151621|2.428810|4.60461|5.92980e-03|3.52478e-03|||||
208|PSZ2-G051.48-30.87|211335.7|+003111|2.340814|4.99205|9.69870e-04|2.59417e-04|||||
209|PSZ2-G052.08+46.13|161346.5|+320453|3.111144|4.75720|1.49406e-03|6.73686e-04|||||
210|PSZ2-G052.35-31.98|211857.0|+003238|2.265090|5.04271|1.25418e-03|5.15869e-04|0.264975|RMJ211849.1+003337.2|4.588255|0.547460|0.578942
211|PSZ2-G052.93+10.42|184932.8|+222715|2.847782|5.84150|3.13622e-03|8.94289e-04|||||
212|PSZ2-G053.44-36.25|213511.8|-010241|1.509336|8.49727|2.26970e-03|5.95789e-04|0.330000|RXCJ2135.2-0102|7.453945|0.453629|0.480118
213|PSZ2-G053.53+59.52|151013.1|+332929|2.428805|15.90024|5.52910e-03|7.78636e-04|0.113000|RXCJ1510.1+3330|5.850329|0.229441|0.233736
214|PSZ2-G053.55-29.85|211403.7|+023415|5.383161|6.44241|1.49743e-02|4.98540e-03|0.049400|RXCJ2113.8+0233|1.796174|0.182032|0.184099
215|PSZ2-G053.63-41.84|215410.8|-040007|2.428910|4.75624|2.94660e-03|1.46057e-03|0.150900|RXCJ2154.2-0400|3.257652|0.449043|0.479402
216|PSZ2-G053.64-34.48|212938.4|+000424|2.428911|4.87367|5.65302e-03|2.88912e-03|0.234700|RXCJ2129.6+0005|4.338452|0.506086|0.564183
217|PSZ2-G053.80+36.49|165936.2|+314435|3.345101|5.16280|1.75782e-03|7.29475e-04|||||
218|PSZ2-G053.88-64.60|231256.8|-155915|2.428620|5.81609|1.54019e-03|5.54572e-04|0.262000||4.972126|0.497616|0.548463
219|PSZ2-G053.99-45.06|220534.0|-053329|2.428736|4.68861|7.61002e-03|4.48127e-03|0.058200|RXCJ2205.6-0535|1.783753|0.271564|0.271286
220|PSZ2-G054.85+54.30|153518.8|+342041|3.270666|5.19457|1.46726e-03|5.42708e-04|0.234700|WHLJ233.831+34.35|4.385536|0.451735|0.472281
221|PSZ2-G054.95-33.39|212828.3|+013515|2.428344|7.30456|1.66707e-03|4.75676e-04|0.392000|ACT-CLJ2128.4+0135|7.323019|0.580440|0.619276
222|PSZ2-G054.99+53.41|153936.4|+342553|2.395300|8.39736|3.06671e-03|6.16419e-04|0.229000|RXCJ1539.7+3424|5.727959|0.383732|0.370180
223|PSZ2-G055.59+31.85|172227.6|+320807|1.231457|14.03012|4.05814e-03|5.84038e-04|0.224000|RXCJ1722.4+3208|7.778520|0.314255|0.296824
224|PSZ2-G055.80+32.90|171751.0|+323339|3.457243|5.24777|3.15259e-03|1.45535e-03|0.105400|RXCJ1717.8+3235|2.578606|0.298455|0.311566
225|PSZ2-G055.95-34.89|213518.2|+012438|2.428742|9.53946|4.55388e-03|1.11335e-03|0.231000|RXCJ2135.2+0125|6.731695|0.407560|0.417823
226|PSZ2-G056.14+28.06|174017.9|+313611|2.682745|5.52402|1.14311e-03|5.82973e-04|0.426000|WHLJ265.066+31.60|5.529974|0.546918|0.590116
227|PSZ2-G056.38+23.36|180132.3|+302346|5.194802|4.84910|9.05335e-04|2.92634e-04|||||
228|PSZ2-G056.62+88.42|125758.1|+274510|6.088784|5.55876|1.05358e-01|9.61341e-04|0.045041||3.295758|0.002293|0.133749
229|PSZ2-G056.77+36.32|170239.9|+340304|2.106778|12.73948|9.14482e-03|1.68260e-03|0.095300|RXCJ1702.7+3403|4.379626|0.189833|0.215170
230|PSZ2-G056.79-11.60|201857.9|+150734|3.767338|8.05499|4.44592e-03|9.59014e-04|0.122000|ZwCl2016.6+1457|4.006226|0.317473|0.333021
231|PSZ2-G056.93-55.08|224320.2|-093542|1.272897|11.81756|3.13482e-03|5.08167e-04|0.447000|RXCJ2243.3-0935|9.992374|0.439357|0.439048
232|PSZ2-G057.08-74.45|235107.8|-195857|2.882668|6.77588|3.88100e-03|1.12976e-03|0.248000||4.707928|0.426243|0.480199
233|PSZ2-G057.09+11.19|185404.7|+262859|2.428823|4.96353|1.92490e-03|8.59610e-04|||||
234|PSZ2-G057.25-45.34|221143.4|-034945|2.428910|12.45863|3.89635e-03|6.46470e-04|0.397000|RXCJ2211.7-0349|10.503954|0.501485|0.494892
235|PSZ2-G057.61+34.93|170952.1|+342741|2.096083|11.62464|9.05448e-03|1.79262e-03|0.080200|RXCJ1709.8+3426|3.731657|0.182600|0.194024
236|PSZ2-G057.73+51.58|154833.9|+360612|2.428911|6.85405|2.10744e-03|6.57051e-04|0.238200|ACO2131|5.586019|0.503300|0.522861
237|PSZ2-G057.78+52.32|154451.6|+360719|2.428883|7.21459|3.71603e-03|1.05951e-03|0.065400|A2124|2.379446|0.211405|0.219929
238|PSZ2-G057.80+88.00|125938.8|+275713|1.244305|35.69822|1.98444e-01|7.82688e-03|0.023100|RXCJ1259.7+2756|7.165297|0.067439|0.107314
239|PSZ2-G057.92+27.64|174416.3|+325955|2.400820|8.03256|4.57089e-03|1.35245e-03|0.075700|RXCJ1744.2+3259|2.683969|0.213294|0.212270
240|PSZ2-G057.92-07.40|200634.7|+181842|3.649678|6.74997|3.73557e-03|1.60941e-03|||||
241|PSZ2-G058.29+18.55|182520.7|+302555|2.382421|15.18053|1.52265e-02|2.56699e-03|0.065000|RXCJ1825.3+3026|3.882002|0.166707|0.173117
242|PSZ2-G058.31+41.96|163612.2|+360319|2.428903|4.53542|1.19623e-03|4.59723e-04|||||
243|PSZ2-G058.42-33.50|213531.8|+035254|2.428850|5.03892|5.42981e-03|2.41995e-03|||||
244|PSZ2-G058.81-49.68|222817.0|-053139|2.428910|5.31049|2.07655e-03|8.68708e-04|0.520000||6.714546|0.767381|0.872865
245|PSZ2-G059.18+32.91|172048.7|+351929|2.939047|5.35068|2.01138e-03|7.94356e-04|0.383000|WHLJ260.275+35.32|5.213302|0.531253|0.592667
246|PSZ2-G059.29+44.49|162357.6|+365822|2.428685|5.40143|1.76267e-03|6.93743e-04|0.342746|RMJ162356.7+370019.0|5.758566|0.664973|0.710011
247|PSZ2-G059.47+33.06|172018.9|+353601|1.577990|6.53476|1.03599e-03|1.89170e-04|0.387000|MACSJ1720.2+3536|6.087978|0.563484|0.594021
248|PSZ2-G059.52+16.23|183721.4|+303951|3.085989|4.77966|1.60368e-03|9.02072e-04|||||
249|PSZ2-G059.72-46.21|221835.6|-025727|2.428290|4.81405|7.89838e-03|4.58011e-03|0.090200|RXCJ2218.8-0258|2.225783|0.309184|0.390837
250|PSZ2-G059.76+14.59|184446.8|+301448|4.648630|4.88584|2.67649e-03|9.53842e-04|||||
251|PSZ2-G059.81-39.09|215609.2|+012516|2.407233|6.76988|3.73986e-03|1.39444e-03|0.224000|ACO2397|4.991002|0.479019|0.507345
252|PSZ2-G060.00-18.68|205021.0|+134449|2.675076|6.06946|2.60209e-03|7.78318e-04|0.221000||4.584714|0.428717|0.421064
253|PSZ2-G060.10+15.59|184106.8|+305556|2.428484|6.50494|2.85923e-03|1.05316e-03|0.190000||4.666568|0.434785|0.495852
254|PSZ2-G060.13+11.44|185844.0|+291708|3.840162|7.19171|2.82228e-03|9.16842e-04|0.224000||5.528235|0.490570|0.488015
255|PSZ2-G060.16+64.50|144417.7|+355615|2.428910|4.66757|2.64604e-03|1.62295e-03|0.360746|RMJ144415.9+355713.1|4.999158|0.627520|0.629551
256|PSZ2-G060.55+27.00|175017.9|+350434|3.839724|5.20176|1.75826e-03|6.77869e-04|0.171200|RXCJ1750.2+3504|3.480424|0.402899|0.424896
257|PSZ2-G061.47-14.69|204010.8|+171200|2.479301|5.69622|2.16645e-03|9.69469e-04|0.169000|RXCJ2040.1+1712|3.768758|0.372417|0.389150
258|PSZ2-G061.75+88.11|125854.5|+280123|6.846299|10.65135|2.31662e-01|2.84450e-02|0.043605||3.402263|0.632150|0.636647
259|PSZ2-G062.44-46.43|222356.6|-013701|2.428791|8.25754|4.99358e-03|1.27253e-03|0.090600|RXCJ2223.8-0138|3.466840|0.280815|0.266954
260|PSZ2-G062.46-21.35|210451.1|+140205|2.428866|6.95418|2.92008e-03|1.11671e-03|0.161500|RXCJ2104.9+1401|4.334959|0.372521|0.389317
261|PSZ2-G062.94+43.69|162837.6|+393337|2.000020|15.77931|2.16630e-02|3.03196e-03|0.029900|RXCJ1628.6+3932|2.872406|0.124047|0.121126
262|PSZ2-G063.38+53.44|153801.7|+392453|2.350631|6.35144|1.47379e-03|4.58546e-04|0.422033|RMJ153754.2+392444.8|6.239583|0.579085|0.615882
263|PSZ2-G063.80+11.42|190553.6|+323245|1.850848|6.74806|9.98500e-04|1.70280e-04|0.426000||6.208445|0.561233|0.574714
264|PSZ2-G063.91-16.75|205257.5|+175337|3.518985|5.25825|1.43961e-03|5.82039e-04|0.393000||5.610311|0.607159|0.690691
265|PSZ2-G064.11-53.72|224911.0|-052648|3.797455|5.32064|1.55287e-03|6.70672e-04|0.245236|RMJ224906.4-052710.7|4.475352|0.494732|0.489156
266|PSZ2-G064.98+16.71|184436.0|+354149|2.835645|4.57037|1.34112e-03|6.35602e-04|||||
267|PSZ2-G065.28+44.53|162418.0|+411449|3.299333|5.18461|1.37823e-03|5.10332e-04|0.182500|RXCJ1624.2+4114|3.896934|0.471590|0.497909
268|PSZ2-G065.32-64.84|232516.5|-120731|2.751612|6.15877|2.85135e-03|9.45054e-04|0.085200|RXCJ2325.3-1207|2.483537|0.240984|0.257620
269|PSZ2-G065.35-08.01|202604.0|+240807|2.428748|5.82943|2.51008e-03|1.09666e-03|||||
270|PSZ2-G065.45+78.10|133916.3|+330037|2.331199|4.79796|8.12847e-04|2.33125e-04|0.273000|GMBCGJ204.74580+32.97396|4.065760|0.512691|0.557255
271|PSZ2-G065.79+41.80|163852.0|+413557|2.736580|5.21985|1.21911e-03|4.35870e-04|0.336000|WHLJ249.716+41.62|5.225000|0.561617|0.625261
272|PSZ2-G065.81-83.77|002836.1|-233755|2.428875|5.61178|2.81402e-03|1.16123e-03|0.112000|RXCJ0028.6-2338|2.831822|0.321305|0.343700
273|PSZ2-G065.89+31.59|173253.6|+403831|6.920803|5.36420|3.36978e-03|1.16428e-03|0.132900|ACO2272|2.736139|0.358163|0.360590
274|PSZ2-G066.01-23.30|211934.4|+152440|6.458499|5.73578|4.14613e-03|1.59021e-03|0.248000||4.345807|0.538649|0.567395
275|PSZ2-G066.19+12.86|190416.1|+351611|2.423794|5.89245|1.07063e-03|2.89122e-04|0.246200||4.436603|0.460268|0.498210
276|PSZ2-G066.26+20.82|182724.3|+381531|2.340874|5.15818|9.17734e-04|2.93001e-04|0.278000||4.134477|0.482115|0.516089
