source_number|name|ra|dec|error_radius|snr|y5r500|y5r500_error|redshift|redshift_source_name|mass_sz|mass_sz_pos_err|mass_sz_neg_err
1434|PSZ2-G304.84+69.84|125405.7|+065844|2.364817|4.72224|7.85655e-04|1.69485e-04|0.346000|WHLJ193.505+7.028|4.817952|0.622549|0.679499
1433|PSZ2-G304.84-41.40|002816.8|-753802|1.209888|11.21930|1.81344e-03|3.44356e-04|0.410000|PLCKESZG304.84-41.|7.645609|0.345438|0.377544
1435|PSZ2-G304.91+45.43|125716.3|-172439|2.877769|16.11598|2.53175e-02|3.46191e-03|0.047300|RXCJ1257.1-1724|3.688718|0.157765|0.166389
1436|PSZ2-G304.95-18.60|134219.1|-811644|2.052813|4.64659|1.61906e-03|6.15498e-04|||||
1437|PSZ2-G305.14-33.60|234804.4|-831447|2.428672|5.29016|1.52578e-03|7.50348e-04|||||
1438|PSZ2-G305.39-40.24|001837.9|-764340|2.428831|5.07610|2.15547e-03|1.17028e-03|||||
1439|PSZ2-G305.55-42.77|002306.8|-741223|2.427776|5.55634|3.07526e-03|1.35128e-03|||||
1440|PSZ2-G305.59-54.80|003813.9|-621517|2.428685|5.26117|1.88371e-03|7.79190e-04|||||
1441|PSZ2-G305.76+44.79|125954.4|-180159|2.128706|5.71714|1.11650e-03|2.57809e-04|||||
1442|PSZ2-G305.88-44.56|002332.8|-722415|2.412710|8.63036|1.28486e-03|2.88989e-04|0.300000||5.688925|0.402616|0.436391
1443|PSZ2-G305.96-25.45|164740.6|-864838|2.428232|6.64376|1.53902e-03|5.11336e-04|||||
1444|PSZ2-G305.96-37.15|235709.6|-793909|2.520252|6.72116|3.78085e-03|1.29061e-03|||||
1445|PSZ2-G306.02+34.47|130300.4|-281948|2.428232|5.63451|2.69048e-03|1.12579e-03|0.221200||4.996375|0.555810|0.606237
1446|PSZ2-G306.22-53.56|003356.6|-632658|2.428903|4.50315|1.07918e-03|5.31626e-04|0.597129|SPT-CLJ0033-6326|5.170574|0.693647|0.773563
1447|PSZ2-G306.23+11.92|131153.6|-504908|3.703441|5.02782|1.35198e-03|5.12876e-04|||||
1448|PSZ2-G306.50+38.50|130342.7|-241650|3.609124|7.61472|4.15785e-03|9.63733e-04|0.128800|RXCJ1303.7-2415|4.275730|0.364418|0.372568
1449|PSZ2-G306.62-41.25|000638.0|-753250|2.428853|5.18556|1.26874e-03|5.11386e-04|||||
1450|PSZ2-G306.66+61.06|125839.7|-014459|2.428910|12.02371|7.96670e-03|1.49917e-03|0.084500|RXCJ1258.6-0145|4.446865|0.240766|0.246693
1451|PSZ2-G306.77+58.61|125928.2|-041203|1.585573|15.44750|1.21571e-02|1.59619e-03|0.084500|RXCJ1259.3-0411|5.074183|0.176684|0.200256
1452|PSZ2-G307.23+16.35|131521.6|-461858|2.390264|5.32683|9.89461e-04|1.84048e-04|||||
1453|PSZ2-G307.56-10.74|135438.6|-730238|2.412934|9.97799|6.54849e-03|1.88544e-03|0.250000||7.745479|0.505950|0.517397
1454|PSZ2-G307.72-77.87|004615.0|-391226|2.427880|5.78155|1.24348e-03|4.31135e-04|0.453000||6.035635|0.621573|0.669384
1455|PSZ2-G308.04-15.48|142422.7|-772536|3.450072|4.65930|1.11093e-03|4.01279e-04|||||
1456|PSZ2-G308.33-20.21|151827.0|-813011|0.961589|10.69527|3.56746e-03|9.04447e-04|0.480000||10.318700|0.570543|0.584636
1457|PSZ2-G308.44+24.24|131706.7|-382121|1.701442|7.10029|2.19983e-03|5.73335e-04|0.255300|RXCJ1317.1-3821|6.286082|0.548044|0.551328
1458|PSZ2-G308.64+60.26|130246.3|-022902|2.428894|4.53094|3.89237e-03|2.06912e-03|0.084700|RXCJ1302.8-0230|2.222319|0.316916|0.333043
1459|PSZ2-G308.85-50.61|001416.4|-660449|3.474427|5.80819|8.76383e-04|2.24479e-04|0.159900|RXCJ0014.3-6604|3.030337|0.328876|0.347930
1460|PSZ2-G309.39+13.26|133000.4|-490723|2.400622|5.56859|1.43516e-03|4.02330e-04|0.280000||5.710883|0.615878|0.656363
1461|PSZ2-G309.43-72.86|004046.6|-440758|2.428724|6.45908|1.43905e-03|4.51168e-04|0.350000|SPT-CLJ0040-4407|5.820646|0.544140|0.571372
1462|PSZ2-G309.49+37.31|131431.5|-251557|2.428909|8.20374|1.93154e-03|4.99082e-04|0.243900|RXCJ1314.4-2515|6.716546|0.528581|0.533490
1463|PSZ2-G309.62-19.95|153918.1|-803357|1.538128|7.35125|1.84065e-03|4.11177e-04|||||
1464|PSZ2-G310.22+23.02|132612.3|-392116|3.681988|4.72333|1.71210e-03|6.89762e-04|||||
1465|PSZ2-G310.81+83.91|125500.6|+210541|1.951715|8.28912|9.25794e-03|1.77781e-03|||||
1466|PSZ2-G311.18-47.76|235043.2|-682249|5.850216|4.85079|1.67109e-03|6.51561e-04|||||
1467|PSZ2-G311.23-23.00|170339.1|-812544|2.428417|4.89304|2.17478e-03|1.13115e-03|||||
1468|PSZ2-G311.33-48.50|235227.6|-673854|5.811608|5.28048|2.68149e-03|1.00750e-03|||||
1469|PSZ2-G311.62-42.31|232012.4|-731416|2.428911|4.61992|2.11251e-03|1.21989e-03|0.098400|RXCJ2319.6-7313|1.950878|0.280212|0.300568
1470|PSZ2-G311.91-78.80|004236.3|-380951|2.182451|5.20807|9.18018e-04|3.37015e-04|0.219345|ACO2812|3.646767|0.433244|0.459621
1471|PSZ2-G311.98+30.71|132758.4|-313045|1.560381|18.56985|4.47683e-02|5.03944e-03|0.048000|RXCJ1327.9-3130|4.786142|0.165624|0.174243
1472|PSZ2-G312.35+17.84|134133.5|-440614|2.428810|4.64904|2.08637e-03|1.02533e-03|||||
1473|PSZ2-G312.48-28.86|194646.0|-812313|2.428912|5.56126|3.21178e-03|1.18821e-03|||||
1474|PSZ2-G312.62+35.05|132704.8|-270859|3.151497|10.92422|2.48145e-02|4.17943e-03|0.045800|RXCJ1326.9-2710|2.888308|0.167574|0.167837
1475|PSZ2-G312.63-66.40|002712.7|-501607|2.428556|6.92578|3.64640e-03|1.16686e-03|0.144800|RXCJ0027.3-5015|3.542888|0.332807|0.338437
1476|PSZ2-G312.94+55.38|131416.4|-070228|2.428827|4.60305|1.59217e-03|7.39645e-04|0.189200|RXCJ1314.2-0659|3.832989|0.536452|0.579554
1477|PSZ2-G313.00-30.01|201308.0|-804204|2.428880|6.21216|1.02284e-02|3.91600e-03|0.138000|RXCJ2014.2-8038|3.754782|0.432393|0.463648
1479|PSZ2-G313.33+30.29|133340.2|-314304|2.428910|6.59686|3.51873e-02|1.47904e-02|0.049000|RXCJ1333.6-3139|2.443000|0.213369|0.244225
1478|PSZ2-G313.33+61.13|131126.5|-012011|0.563179|16.74117|6.13085e-03|8.07985e-04|0.183200|RXCJ1311.5-0120|8.768981|0.336874|0.336886
1480|PSZ2-G313.55+41.93|132504.0|-201428|5.861894|5.03199|2.98219e-03|1.11510e-03|0.192600|RXCJ1325.1-2014|4.043344|0.513753|0.526268
1481|PSZ2-G313.84+19.21|134732.7|-422737|1.835643|6.63218|2.46380e-03|7.25406e-04|0.282500||6.694419|0.539894|0.553518
1482|PSZ2-G313.88-17.11|160145.3|-754527|1.210667|16.63657|8.60508e-03|1.01958e-03|0.153000|RXCJ1601.7-7544|8.025071|0.264335|0.277174
1483|PSZ2-G314.26-55.35|235849.6|-603547|3.402391|5.94317|2.27688e-03|6.65885e-04|0.098900|RXCJ2359.3-6042|2.261127|0.226984|0.240743
1484|PSZ2-G314.46+13.54|135842.6|-474842|1.687168|14.90110|2.23643e-02|2.96282e-03|0.074000|RXCJ1358.9-4750|5.285008|0.255471|0.236148
1485|PSZ2-G314.77-28.57|193354.3|-792612|5.177608|8.21795|1.94626e-02|3.98862e-03|||||
1486|PSZ2-G314.96+10.06|140736.2|-510115|2.388713|15.49399|2.00123e-02|2.79237e-03|0.096600|RXCJ1407.8-5100|6.831312|0.314851|0.290360
1487|PSZ2-G315.36+38.54|133340.8|-231815|2.428323|6.32460|2.97212e-03|1.37060e-03|0.126400|RXCJ1333.6-2317|3.883662|0.398859|0.421727
1488|PSZ2-G315.56-37.04|215538.9|-752551|3.840438|8.07025|1.86837e-03|4.46924e-04|0.233000||5.692326|0.432994|0.434680
1489|PSZ2-G315.66-28.64|193400.3|-783852|3.191341|8.21382|1.21711e-02|2.43268e-03|||||
1490|PSZ2-G315.68-18.04|163121.0|-750837|1.271345|17.05772|1.34848e-02|1.41790e-03|0.105000|RXCJ1631.6-7507|6.424092|0.220528|0.207582
1491|PSZ2-G315.71-83.81|004455.0|-330848|2.428805|4.55228|2.63889e-03|1.28202e-03|||||
1492|PSZ2-G316.31+28.53|134729.4|-325229|1.404655|18.85321|3.82687e-02|3.74283e-03|0.039100|RXCJ1347.4-3250|4.627691|0.138223|0.148880
1493|PSZ2-G316.43+54.02|132316.7|-080047|5.838230|5.18380|1.04182e-03|2.47485e-04|||||
1494|PSZ2-G316.51-33.21|205412.1|-764712|2.222981|4.86085|1.01421e-03|3.33197e-04|||||
1495|PSZ2-G316.89-32.24|203622.9|-765044|2.428417|5.18287|2.55216e-03|1.25166e-03|||||
1496|PSZ2-G317.52+59.94|132027.2|-020559|2.428869|4.51434|2.35717e-03|1.14744e-03|0.315551||5.084684|0.741649|0.779535
1497|PSZ2-G317.58-17.82|164529.6|-733532|7.477028|4.93655|6.57247e-03|2.35326e-03|0.069000|RXCJ1645.4-7334|2.059166|0.270816|0.253444
1498|PSZ2-G317.79+26.63|135558.1|-342201|2.428909|5.76145|4.16936e-03|1.79430e-03|||||
1499|PSZ2-G318.05-58.88|235448.7|-563307|2.980873|5.00342|2.17796e-03|9.26702e-04|0.530000|SPT-CLJ2354-5633|5.028991|0.569737|0.584394
1500|PSZ2-G318.14-29.57|194706.2|-762412|2.428209|7.45623|4.31429e-03|1.39503e-03|0.217000|RXCJ1947.3-7623|5.887117|0.474927|0.502667
1501|PSZ2-G318.25+73.24|130914.6|+105406|2.428209|5.33476|2.70114e-03|1.40165e-03|0.425500|WHLJ197.343+10.85|6.126018|0.655889|0.727659
1502|PSZ2-G318.46+83.79|125833.1|+210812|1.333084|9.40104|1.38175e-02|1.87392e-03|||||
1503|PSZ2-G318.54-07.62|153141.8|-653117|2.428006|4.50377|2.46110e-03|1.14101e-03|||||
1504|PSZ2-G318.62+58.55|132355.7|-031908|2.428823|4.85596|2.04370e-03|9.99291e-04|0.219595|RMJ132413.2-031751.5|4.418548|0.596715|0.631036
1505|PSZ2-G319.16+26.63|140137.7|-340039|2.428909|4.76907|5.47429e-03|3.07842e-03|||||
1506|PSZ2-G319.19-48.59|230700.9|-650603|2.757586|5.41720|2.03971e-03|8.54750e-04|0.529800|SPT-CLJ2306-6505|5.546910|0.557088|0.559590
1507|PSZ2-G319.27-19.57|171818.3|-731336|3.840326|5.02407|2.29055e-03|8.83895e-04|0.260000||4.597099|0.553796|0.581222
1508|PSZ2-G319.41-27.54|191312.9|-752143|2.428494|4.66161|6.06055e-03|3.50861e-03|0.072600|RXCJ1912.6-7517|2.249766|0.336092|0.367268
1509|PSZ2-G319.64-65.11|000730.8|-503336|2.428301|5.43311|4.89804e-03|2.32065e-03|||||
1510|PSZ2-G320.94+83.69|125947.0|+210657|3.416737|7.32185|6.98300e-03|1.54472e-03|||||
1511|PSZ2-G321.08-17.96|171142.8|-705535|3.777819|4.51812|8.95070e-04|2.95031e-04|||||
1512|PSZ2-G321.30+50.63|133822.5|-103319|2.428899|4.63419|5.22618e-03|3.40415e-03|||||
1513|PSZ2-G321.94+75.57|131034.4|+132504|2.428823|4.65786|3.73581e-03|2.21380e-03|||||
1514|PSZ2-G321.98-47.96|224949.5|-642455|1.848109|13.67250|6.09849e-03|1.03369e-03|0.094000|RXCJ2249.9-6425|4.023152|0.176678|0.178467
1515|PSZ2-G322.44+20.29|142628.3|-385704|3.482541|5.25618|1.06707e-03|2.17542e-04|||||
1516|PSZ2-G322.63-49.15|225407.3|-631443|2.349634|7.85920|2.51507e-03|7.16745e-04|0.211200|RXCJ2254.0-6315|4.651399|0.322949|0.361484
1517|PSZ2-G322.74-42.10|220303.9|-675749|2.428911|4.82680|8.16351e-04|2.87125e-04|||||
1518|PSZ2-G322.77+59.52|133106.5|-014820|3.337757|8.68979|1.17144e-02|2.69970e-03|0.085200|RXCJ1330.8-0152|3.226144|0.244942|0.253624
1519|PSZ2-G323.08-63.98|235558.9|-505451|2.428172|5.68213|3.86643e-03|1.40804e-03|0.319600|SPT-CLJ2355-5055|4.569305|0.525153|0.593437
1520|PSZ2-G323.30+63.66|132659.5|+021243|2.149190|8.56836|4.07733e-03|1.01800e-03|0.259000|ZwCl1324.6+0229|6.424766|0.419557|0.447255
1521|PSZ2-G323.31+27.37|141704.9|-320458|5.207526|5.67793|2.34712e-03|9.00568e-04|||||
1522|PSZ2-G323.39+81.61|130349.0|+191432|6.259030|5.51465|6.47564e-03|1.92570e-03|0.064300|RXCJ1303.7+1916|1.859241|0.254416|0.284756
1523|PSZ2-G323.70-25.45|184943.8|-711929|3.827970|5.73794|1.02453e-03|2.36857e-04|||||
1524|PSZ2-G323.77-33.80|203324.9|-705242|4.213306|5.35239|1.46623e-03|6.55647e-04|||||
1525|PSZ2-G323.96+43.81|135406.1|-162857|2.428863|4.97385|3.62196e-03|1.85468e-03|||||
1526|PSZ2-G324.04+48.79|134732.7|-114545|2.428301|11.50636|2.50310e-03|4.04841e-04|0.451600|RXCJ1347.5-1144|11.029433|0.568343|0.609793
1527|PSZ2-G324.54-44.97|221801.2|-651037|2.324713|8.58427|4.27437e-03|1.01731e-03|0.095100|RXCJ2218.0-6511|3.003284|0.223201|0.230745
1528|PSZ2-G324.59-11.52|163818.9|-642134|1.669659|32.40285|8.71314e-02|8.99872e-03|0.050800|RXCJ1638.2-6420|7.939415|0.152730|0.158233
1529|PSZ2-G324.69+62.17|133118.9|+005945|3.814598|5.18634|2.14375e-03|9.48731e-04|0.359299|RMJ133111.4+010003.2|5.607998|0.642814|0.686414
1530|PSZ2-G324.99-49.26|224503.7|-620604|2.467379|6.15017|2.28588e-03|7.77932e-04|0.580000|SPT-CLJ2245-6206|5.993725|0.523448|0.610302
1531|PSZ2-G325.17-07.05|161330.3|-605225|3.714170|6.76834|3.54978e-02|5.91870e-03|0.015700|RXCJ1614.3-6052|2.396106|0.188330|0.282965
1532|PSZ2-G325.19+49.12|134959.5|-111157|5.387808|4.62055|2.12110e-03|1.06437e-03|||||
1533|PSZ2-G325.25-33.72|202900.3|-694206|5.268677|4.65407|1.27143e-03|5.19114e-04|||||
1534|PSZ2-G325.70+17.34|144726.6|-402045|1.958889|8.74540|4.34499e-03|1.20795e-03|0.315500||7.569986|0.508679|0.569667
1535|PSZ2-G325.86-33.56|202558.0|-691419|2.428860|4.51756|1.01361e-03|4.22090e-04|||||
1536|PSZ2-G325.99-59.48|233223.1|-535756|2.428892|5.85560|1.30801e-03|4.81804e-04|0.402000|SPT-CLJ2332-5358|5.615111|0.574531|0.639102
1537|PSZ2-G326.01+17.21|144907.3|-401939|8.458318|4.64979|5.68613e-03|3.08384e-03|0.062000|ABELLS0774|2.120057|0.237908|0.255717
1538|PSZ2-G326.71+50.30|135202.0|-094454|2.428427|4.50661|1.11266e-02|6.95212e-03|0.202100|RXCJ1352.2-0945|4.042493|0.524841|0.607124
1539|PSZ2-G326.73+54.80|134530.0|-053259|2.427806|5.91758|2.83148e-03|1.10852e-03|||||
1540|PSZ2-G327.27+11.05|151120.6|-450609|1.626465|7.24656|1.41860e-03|1.90105e-04|||||
1541|PSZ2-G327.29+09.99|151436.7|-455934|4.477924|7.53576|8.88296e-03|2.13082e-03|0.058000|RXCJ1514.6-4558|2.968433|0.250756|0.275835
1542|PSZ2-G327.53+25.88|143611.1|-315559|2.428643|5.19684|5.30613e-03|2.66852e-03|0.303800||5.516123|0.669884|0.772733
1543|PSZ2-G327.66-54.26|230337.8|-572249|2.381315|5.81072|8.98560e-04|2.19730e-04|||||
1544|PSZ2-G328.05+15.79|150144.9|-403805|5.136417|5.58051|3.40974e-03|1.89341e-03|||||
1545|PSZ2-G328.24+18.21|145621.5|-382630|4.042643|6.38054|6.42529e-03|3.18740e-03|0.115000|RXCJ1456.2-3826|3.502504|0.346590|0.356333
1546|PSZ2-G328.31-09.71|164636.2|-602354|2.428892|10.23338|6.23743e-03|1.91457e-03|0.148000|RXCJ1646.6-6023|6.214705|0.403606|0.398226
1547|PSZ2-G328.58-25.25|185604.3|-665626|3.682403|5.27100|1.35971e-03|4.56824e-04|0.179700|RXCJ1855.8-6654|3.823897|0.440834|0.467813
1548|PSZ2-G328.96+71.97|132312.8|+104342|2.129285|5.85160|2.02385e-03|1.10600e-03|||||
1549|PSZ2-G329.29+29.18|143556.2|-281701|5.503452|5.05773|3.86920e-03|1.39302e-03|||||
1550|PSZ2-G329.36-09.90|165302.3|-594259|3.838646|13.83640|1.62050e-02|2.51916e-03|0.048000|RXCJ1653.0-5943|3.669181|0.180827|0.178269
1551|PSZ2-G329.48-22.67|183259.5|-653310|3.289756|6.16602|1.41123e-03|3.62105e-04|||||
1552|PSZ2-G329.53-54.73|230024.8|-561637|2.428312|5.77081|2.33340e-03|8.67696e-04|0.152800|ACO3950|3.209470|0.359595|0.367299
1553|PSZ2-G329.57-17.96|175200.0|-634847|2.254411|5.97524|1.82581e-03|6.02905e-04|0.133000|RXCJ1752.0-6348|3.419472|0.351414|0.358648
1554|PSZ2-G330.07+28.11|144055.6|-285538|3.781004|5.35565|2.31875e-03|8.15210e-04|||||
1555|PSZ2-G330.53-40.56|212205.8|-633545|5.408171|4.68190|1.54240e-03|7.06365e-04|0.217000|SPT-CLJ2121-6335|3.701717|0.481946|0.493441
1556|PSZ2-G331.10+40.81|141919.1|-171216|2.276325|5.77876|1.50992e-03|4.17633e-04|0.299200|WHLJ214.833-17.18|5.987760|0.641103|0.662885
1557|PSZ2-G331.12+62.31|134212.1|+021523|2.867238|6.06633|4.86581e-03|1.87020e-03|0.076500|RXCJ1342.0+0213|2.455589|0.244691|0.262117
1558|PSZ2-G331.96-45.74|215812.6|-602446|4.013343|6.18453|1.15555e-02|3.87772e-03|0.075000|RXCJ2158.4-6023|2.084438|0.242717|0.244286
1559|PSZ2-G332.11-23.63|184725.1|-632801|4.857744|4.80771|1.18305e-02|6.12821e-03|||||
1560|PSZ2-G332.23-46.37|220152.6|-595624|1.262364|19.68729|1.03749e-02|1.19861e-03|0.098000|RXCJ2201.9-5956|5.770868|0.179193|0.175690
1561|PSZ2-G332.29-23.57|184711.6|-631723|6.913450|5.22767|9.32824e-03|1.99109e-03|0.014600|RXCJ1847.3-6320|0.785076|0.100614|0.102730
1562|PSZ2-G332.36+62.19|134429.7|+022320|2.428853|5.25274|1.48936e-03|5.70667e-04|0.376445|RMJ134431.8+022244.3|5.947719|0.673206|0.738043
1563|PSZ2-G332.87-19.26|181312.0|-612732|1.596621|12.16918|5.42387e-03|8.39877e-04|0.147000|RXCJ1813.3-6127|5.917648|0.311026|0.313092
1564|PSZ2-G333.59+73.19|132610.8|+122519|3.784389|5.82636|1.06004e-03|2.48736e-04|0.204000|RXCJ1326.2+1230|4.095102|0.445175|0.487803
1565|PSZ2-G333.89-43.60|213749.7|-600712|2.428781|8.24170|1.96792e-03|5.29934e-04|0.318000|SPT-CLJ2138-6008|6.658943|0.471533|0.506570
1566|PSZ2-G335.14+30.70|145224.6|-242953|3.766938|7.97688|7.22558e-03|2.18219e-03||ACO1977|||
1567|PSZ2-G335.58-46.44|215406.8|-575147|1.977028|14.59793|1.26370e-02|1.73075e-03|0.076000|RXCJ2154.1-5751|4.186411|0.164524|0.180272
1568|PSZ2-G336.01-51.27|222356.1|-551837|4.242088|5.69140|6.34518e-03|2.15152e-03|0.079100|RXCJ2224.4-5515|2.037933|0.225244|0.215199
1569|PSZ2-G336.60-55.43|224617.2|-524320|1.783172|14.02867|7.85395e-03|1.13685e-03|0.096500|RXCJ2246.3-5243|4.279627|0.169755|0.196468
1570|PSZ2-G336.95-45.75|214630.7|-571638|3.867174|7.18506|9.84611e-03|2.83751e-03|0.076000|RXCJ2146.3-5717|2.473550|0.214531|0.212799
1571|PSZ2-G337.01+38.30|144103.8|-171225|5.150473|4.93692|1.82658e-03|7.76240e-04|||||
1572|PSZ2-G337.12-66.02|233505.4|-454229|2.369578|7.45101|1.17079e-03|2.42412e-04|0.547261|SPT-CLJ2335-4544|7.120644|0.559743|0.589719
1573|PSZ2-G337.14-25.98|191428.7|-592820|2.428781|8.20064|3.29468e-03|8.66265e-04|0.260000|PLCKG337.1-26.0|6.584915|0.473729|0.507075
1574|PSZ2-G337.23-12.59|174124.1|-544652|2.428484|6.08205|3.51487e-03|1.29897e-03|||||
1575|PSZ2-G337.90+23.58|151912.6|-290412|1.312758|7.78943|2.26798e-03|4.40299e-04|||||
1576|PSZ2-G337.91-12.15|174101.5|-535900|2.367480|6.67659|2.55070e-03|7.45555e-04|||||
1577|PSZ2-G337.92-64.34|232641.3|-463643|2.428301|4.60963|1.73207e-03|8.61637e-04|||||
1578|PSZ2-G337.95+22.70|152145.6|-294517|2.558912|6.03163|2.55669e-03|1.09031e-03|||||
1579|PSZ2-G337.99-33.61|201443.0|-591303|2.385328|4.96941|9.36250e-04|2.18041e-04|||||
1580|PSZ2-G338.04+23.65|151931.2|-285626|2.626357|6.05953|4.78920e-03|1.26359e-03|||||
1581|PSZ2-G338.21+23.46|152034.8|-290003|2.000114|6.07903|1.63098e-03|3.19861e-04|||||
1582|PSZ2-G338.25+22.60|152302.9|-294050|3.772694|5.79289|1.29503e-02|6.29735e-03|||||
1583|PSZ2-G338.52+22.97|152258.1|-291350|2.428407|6.10741|3.01047e-03|9.05573e-04|||||
1584|PSZ2-G339.47+63.56|135310.2|+051002|3.839348|5.81381|5.06388e-03|2.73947e-03|0.078800|RXCJ1353.0+0509|2.506246|0.268795|0.314060
1585|PSZ2-G339.63-69.34|234444.4|-424301|2.428355|9.22504|1.60304e-03|3.00070e-04|0.596000|SPT-CLJ2344-4243|8.861940|0.560028|0.568438
1586|PSZ2-G339.74-51.08|221502.2|-532121|5.296039|4.60878|6.87123e-04|1.62736e-04|||||
1587|PSZ2-G340.09+22.89|152828.7|-282527|3.193156|11.35395|7.65527e-03|1.56314e-03|||||
1588|PSZ2-G340.35-42.80|212025.6|-555616|3.168451|4.96002|1.36253e-03|5.89591e-04|||||
1589|PSZ2-G340.36+60.58|140100.7|+025215|2.428800|15.63451|4.83211e-03|6.67726e-04|0.252800|RXCJ1401.0+0252|9.750274|0.360971|0.396252
1590|PSZ2-G340.46-52.20|222019.3|-522707|3.104959|6.44101|4.23736e-03|1.40283e-03|0.102000|BVH2007230|2.535663|0.236691|0.279326
1591|PSZ2-G340.88-33.36|201220.1|-564853|1.833767|26.76462|5.20956e-02|3.54770e-03|0.055600|RXCJ2012.5-5649|7.035854|0.051292|0.052473
1592|PSZ2-G340.94+35.07|145934.5|-181022|2.579296|10.48678|5.61382e-03|9.41595e-04|0.235700|RXCJ1459.4-1811|7.795695|0.451450|0.484612
1593|PSZ2-G340.97+34.18|150149.5|-185244|3.490489|4.51858|1.06517e-03|3.08630e-04|||||
1594|PSZ2-G341.09-33.15|201045.3|-563812|2.732218|6.31977|5.80100e-02|4.45776e-03|||||
1595|PSZ2-G341.16+34.81|150050.8|-181631|2.477524|6.19867|2.30422e-03|7.87905e-04|0.390000|ACOS783|7.421017|0.644114|0.653692
1596|PSZ2-G341.19-36.12|203215.7|-562607|2.428685|6.35170|1.66628e-03|5.40914e-04|0.284000|SPT-CLJ2032-5627|5.744352|0.561162|0.590583
1597|PSZ2-G341.44-40.19|210101.3|-554300|2.058020|5.93693|1.99019e-03|1.06005e-03|0.250000|SPT-CLJ2101-5542|4.765805|0.447422|0.463055
1598|PSZ2-G341.69+50.67|142520.4|-045942|2.428880|4.84531|1.27440e-03|4.61153e-04|0.330000||5.463793|0.704073|0.772753
1599|PSZ2-G342.32+23.51|153356.9|-263932|6.959296|4.58750|1.61531e-02|3.78662e-03|||||
1600|PSZ2-G342.33-34.93|202324.8|-553430|2.428628|9.32386|2.66634e-03|6.06477e-04|0.232000|RXCJ2023.4-5535|6.677995|0.448999|0.425139
1601|PSZ2-G342.45+24.14|153237.2|-260559|1.237801|15.71413|7.27415e-03|8.23187e-04|||||
1602|PSZ2-G342.51-50.97|220931.8|-514922|2.428786|5.10203|4.02574e-03|1.88519e-03|0.106500|RXCJ2209.3-5148|2.368898|0.327805|0.321785
1603|PSZ2-G342.62-39.60|205553.3|-545454|3.951778|4.99840|2.43240e-03|9.36773e-04|0.139000|RXCJ2055.8-5455|3.009487|0.327177|0.345108
1604|PSZ2-G342.82-30.48|195211.9|-550349|2.400319|10.50134|1.32379e-02|2.51274e-03|0.060000|RXCJ1952.2-5503|3.244582|0.181262|0.201716
1605|PSZ2-G343.33+83.19|131025.0|+215214|2.428850|6.64070|1.91670e-03|6.25440e-04|0.279734|RMJ131022.2+215005.6|5.810870|0.524997|0.535099
1606|PSZ2-G343.46+52.65|142425.9|-024423|2.428597|4.89943|1.26376e-03|4.42544e-04|||||
1607|PSZ2-G343.68+24.10|153634.4|-252453|2.838128|5.64388|2.98649e-03|9.05666e-04|||||
1608|PSZ2-G343.92+22.67|154124.5|-262201|1.965203|6.20506|2.71900e-03|7.80227e-04|||||
1609|PSZ2-G344.99-81.88|002531.5|-330021|5.442105|5.23020|6.06537e-03|2.39777e-03|0.049100|RXCJ0025.5-3302|1.454706|0.177969|0.184589
1610|PSZ2-G345.32-59.97|225422.6|-462130|2.428301|6.58532|1.76961e-03|6.18427e-04|0.270000|SPT-CLJ2254-4620|5.092779|0.474724|0.488885
1611|PSZ2-G345.38-25.32|192001.9|-520323|2.428831|4.60644|1.40012e-03|6.55591e-04|||||
1612|PSZ2-G345.38-39.32|205213.2|-525012|5.407052|6.83755|9.21727e-03|2.65906e-03|0.044831|ABELL3716S|1.807948|0.178593|0.184837
1613|PSZ2-G345.82-34.29|201849.0|-524255|2.428895|5.82347|1.50881e-02|8.72840e-03|0.050500|RXCJ2018.7-5242|1.840419|0.207275|0.164716
1614|PSZ2-G346.30-30.35|195314.4|-520359|2.428085|5.22542|6.84901e-03|4.77398e-03|0.106900|RXCJ1953.0-5201|2.949260|0.385026|0.375376
1615|PSZ2-G346.36-77.71|000956.8|-353954|2.428032|4.90224|1.22763e-03|5.81247e-04|0.120083|ABELL2730|2.464465|0.357732|0.379479
1616|PSZ2-G346.61+35.06|151500.6|-152124|2.428899|12.86590|7.25182e-03|1.12609e-03|0.222600|RXCJ1514.9-1523|8.860777|0.405480|0.457808
1617|PSZ2-G346.86-45.38|212947.7|-504637|2.428910|5.24539|1.66066e-03|6.71044e-04|0.079600|RXCJ2129.8-5048|2.027428|0.256376|0.268363
1618|PSZ2-G347.17-27.36|193453.5|-505241|2.428890|9.81386|2.76526e-03|6.27184e-04|0.237100|RXCJ1934.7-5053|7.185605|0.441376|0.456116
1619|PSZ2-G347.27-52.46|221119.5|-483208|3.742201|4.52687|6.46150e-04|1.55366e-04|0.240000|SPT-CLJ2211-4833|3.422418|0.477812|0.514648
1620|PSZ2-G347.58-35.35|202549.1|-511638|2.195656|5.71393|1.68772e-03|7.24065e-04|0.220000|ACOS871|4.326421|0.429352|0.446207
1621|PSZ2-G347.96+80.46|132008.0|+201243|2.428678|4.73457|1.72631e-03|8.06071e-04|||||
1622|PSZ2-G348.43-25.50|192457.7|-492430|3.222978|7.00197|2.52418e-03|6.93510e-04|0.250000||5.812987|0.493302|0.541836
1623|PSZ2-G348.46-64.83|231354.7|-424022|2.428863|4.68209|2.55674e-03|1.41718e-03|0.056400|RXCJ2313.9-4244|1.464350|0.219628|0.224474
